county,ctv,jurisdiction,Total Votes Cast,DEM,REP
WAUKESHA,T,Brookfield,3839,1646,2160
WAUKESHA,T,Delafield,5272,1788,3449
WAUKESHA,T,Eagle,2183,640,1518
WAUKESHA,T,Genesee,4576,1443,3096
WAUKESHA,T,Lisbon,6290,1945,4316
WAUKESHA,T,Merton,5226,1497,3700
WAUKESHA,T,Mukwonago,4599,1300,3267
WAUKESHA,T,Oconomowoc,5362,1679,3638
WAUKESHA,T,Ottawa,2379,761,1596
WAUKESHA,V,Big Bend,773,228,539
WAUKESHA,V,Butler,838,351,473
WAUKESHA,V,Chenequa,349,95,254
WAUKESHA,V,Dousman,1231,451,770
WAUKESHA,V,Eagle,1145,292,841
WAUKESHA,V,Elm Grove,3951,1869,2058
WAUKESHA,V,Hartland,5017,1942,3033
WAUKESHA,V,Lac La Belle,215,66,147
WAUKESHA,V,Lannon,955,370,575
WAUKESHA,V,Menomonee Falls,21348,9688,11495
WAUKESHA,V,Merton,1963,567,1380
WAUKESHA,V,Mukwonago,4088,1405,2637
WAUKESHA,V,Nashotah,808,272,530
WAUKESHA,V,North Prairie,1263,355,897
WAUKESHA,V,Oconomowoc Lake,369,86,279
WAUKESHA,V,Pewaukee,4065,1705,2316
WAUKESHA,V,Summit,3236,1106,2105
WAUKESHA,V,Sussex,6237,2417,3756
WAUKESHA,V,Vernon,4660,1287,3345
WAUKESHA,V,Wales,1639,631,994
WAUKESHA,V,Waukesha,5141,1733,3375
WAUPACA,C,Clintonville,1527,627,867
WAUPACA,C,Manawa,462,134,324
WAUPACA,C,Marion,481,139,333
WAUPACA,C,New London,2048,816,1206
WAUPACA,C,Waupaca,2400,1114,1256
WAUPACA,C,Weyauwega,611,200,402
WAUPACA,T,Bear Creek,381,63,315
WAUPACA,T,Caledonia,962,282,674
WAUPACA,T,Dayton,1457,538,908
WAUPACA,T,Dupont,296,69,222
WAUPACA,T,Farmington,1789,766,1001
WAUPACA,T,Fremont,379,96,280
WAUPACA,T,Harrison,243,71,171
WAUPACA,T,Helvetia,380,101,276
WAUPACA,T,Iola,529,178,348
WAUPACA,T,Larrabee,607,183,411
WAUPACA,T,Lebanon,808,226,565
WAUPACA,T,Lind,752,207,535
WAUPACA,T,Little Wolf,685,148,533
WAUPACA,T,Matteson,485,128,349
WAUPACA,T,Mukwa,1510,500,990
WAUPACA,T,Royalton,699,174,516
WAUPACA,T,Saint Lawrence,351,116,234
WAUPACA,T,Scandinavia,591,244,340
WAUPACA,T,Union,377,99,274
WAUPACA,T,Waupaca,615,213,396
WAUPACA,T,Weyauwega,282,66,212
WAUPACA,T,Wyoming,164,36,126
WAUPACA,V,Big Falls,33,8,25
WAUPACA,V,Embarrass,151,40,107
WAUPACA,V,Fremont,384,103,278
WAUPACA,V,Iola,553,221,322
WAUPACA,V,Ogdensburg,75,14,56
WAUPACA,V,Scandinavia,160,70,87
WAUSHARA,C,Berlin,50,20,30
WAUSHARA,C,Wautoma,613,261,346
WAUSHARA,T,Aurora,527,147,375
WAUSHARA,T,Bloomfield,542,132,406
WAUSHARA,T,Coloma,369,133,232
WAUSHARA,T,Dakota,522,161,359
WAUSHARA,T,Deerfield,420,175,241
WAUSHARA,T,Hancock,281,82,198
WAUSHARA,T,Leon,817,253,561
WAUSHARA,T,Marion,1115,368,731
WAUSHARA,T,Mount Morris,690,221,460
WAUSHARA,T,Oasis,214,58,155
WAUSHARA,T,Plainfield,229,59,165
WAUSHARA,T,Poy Sippi,433,103,326
WAUSHARA,T,Richford,233,53,179
WAUSHARA,T,Rose,360,135,222
WAUSHARA,T,Saxeville,571,188,377
WAUSHARA,T,Springwater,796,303,487
WAUSHARA,T,Warren,321,115,200
WAUSHARA,T,Wautoma,713,253,452
WAUSHARA,V,Coloma,183,55,127
WAUSHARA,V,Hancock,174,68,103
WAUSHARA,V,Lohrville,174,48,124
WAUSHARA,V,Plainfield,300,115,181
WAUSHARA,V,Redgranite,376,123,247
WAUSHARA,V,Wild Rose,317,137,175
WINNEBAGO,C,Appleton,302,188,105
WINNEBAGO,C,Menasha,5645,3042,2490
WINNEBAGO,C,Neenah,12065,6533,5366
WINNEBAGO,C,Omro,1536,621,892
WINNEBAGO,C,Oshkosh,24425,13724,10386
WINNEBAGO,T,Algoma,3895,1817,2043
WINNEBAGO,T,Black Wolf,1483,565,910
WINNEBAGO,T,Clayton,2425,858,1536
WINNEBAGO,T,Neenah,2022,918,1081
WINNEBAGO,T,Nekimi,794,230,557
WINNEBAGO,T,Nepeuskun,418,123,288
WINNEBAGO,T,Omro,1382,484,893
WINNEBAGO,T,Oshkosh,1514,634,867
WINNEBAGO,T,Poygan,750,214,527
WINNEBAGO,T,Rushford,878,227,645
WINNEBAGO,T,Utica,748,228,513
WINNEBAGO,T,Vinland,1122,438,672
WINNEBAGO,T,Winchester,1076,347,720
WINNEBAGO,T,Winneconne,1576,523,1039
WINNEBAGO,T,Wolf River,788,217,562
WINNEBAGO,V,Fox Crossing,8583,4124,4335
WINNEBAGO,V,Winneconne,1285,457,815
WOOD,C,Marshfield,7540,3722,3708
WOOD,C,Nekoosa,941,344,578
WOOD,C,Pittsville,346,116,225
WOOD,C,Wisconsin Rapids,6766,3232,3411
WOOD,T,Arpin,429,136,284
WOOD,T,Auburndale,393,87,298
WOOD,T,Cameron,269,85,175
WOOD,T,Cary,222,69,150
WOOD,T,Cranmoor,89,28,60
WOOD,T,Dexter,184,65,119
WOOD,T,Grand Rapids,4074,1661,2364
WOOD,T,Hansen,404,110,292
WOOD,T,Hiles,93,25,68
WOOD,T,Lincoln,850,297,543
WOOD,T,Marshfield,417,146,265
WOOD,T,Milladore,348,112,232
WOOD,T,Port Edwards,633,221,403
WOOD,T,Remington,132,42,87
WOOD,T,Richfield,764,251,500
WOOD,T,Rock,478,140,334
WOOD,T,Rudolph,557,184,365
WOOD,T,Saratoga,2501,846,1619
WOOD,T,Seneca,553,226,324
WOOD,T,Sherry,383,112,270
WOOD,T,Sigel,562,191,359
WOOD,T,Wood,403,127,272
WOOD,V,Arpin,113,32,76
WOOD,V,Auburndale,296,104,188
WOOD,V,Biron,385,155,216
WOOD,V,Hewitt,443,178,256
WOOD,V,Milladore,131,51,80
WOOD,V,Port Edwards,838,369,455
WOOD,V,Rudolph,210,86,122
WOOD,V,Vesper,245,74,167
