county,ctv,jurisdiction,Total Votes Cast,DEM,REP
OCONTO,V,Suring,244,58,182
ONEIDA,C,Rhinelander,3873,2007,1775
ONEIDA,T,Cassian,768,299,458
ONEIDA,T,Crescent,1407,615,768
ONEIDA,T,Enterprise,252,62,186
ONEIDA,T,Hazelhurst,925,398,518
ONEIDA,T,Lake Tomahawk,755,280,467
ONEIDA,T,Little Rice,259,86,171
ONEIDA,T,Lynne,87,24,63
ONEIDA,T,Minocqua,3559,1423,2093
ONEIDA,T,Monico,183,47,133
ONEIDA,T,Newbold,1965,825,1098
ONEIDA,T,Nokomis,1015,411,597
ONEIDA,T,Pelican,1735,752,945
ONEIDA,T,Piehl,47,18,27
ONEIDA,T,Pine Lake,1704,753,927
ONEIDA,T,Schoepke,295,105,190
ONEIDA,T,Stella,393,168,223
ONEIDA,T,Sugar Camp,1253,422,816
ONEIDA,T,Three Lakes,1733,578,1121
ONEIDA,T,Woodboro,579,225,348
ONEIDA,T,Woodruff,1372,607,747
OUTAGAMIE,C,Appleton,33490,18562,14234
OUTAGAMIE,C,Kaukauna,9041,4084,4784
OUTAGAMIE,C,New London,775,261,504
OUTAGAMIE,C,Seymour,1926,692,1196
OUTAGAMIE,T,Black Creek,774,176,583
OUTAGAMIE,T,Bovina,740,202,530
OUTAGAMIE,T,Buchanan,4380,1854,2463
OUTAGAMIE,T,Center,2506,753,1730
OUTAGAMIE,T,Cicero,637,206,423
OUTAGAMIE,T,Dale,1844,511,1308
OUTAGAMIE,T,Deer Creek,316,60,249
OUTAGAMIE,T,Ellington,1986,475,1483
OUTAGAMIE,T,Freedom,3890,1143,2690
OUTAGAMIE,T,Grand Chute,13722,6545,6916
OUTAGAMIE,T,Greenville,7771,2771,4864
OUTAGAMIE,T,Hortonia,708,197,497
OUTAGAMIE,T,Kaukauna,861,213,640
OUTAGAMIE,T,Liberty,545,133,397
OUTAGAMIE,T,Maine,517,141,364
OUTAGAMIE,T,Maple Creek,356,73,275
OUTAGAMIE,T,Oneida,2260,1030,1207
OUTAGAMIE,T,Osborn,792,233,544
OUTAGAMIE,T,Seymour,739,178,547
OUTAGAMIE,T,Vandenbroek,1057,301,737
OUTAGAMIE,V,Bear Creek,159,54,102
OUTAGAMIE,V,Black Creek,723,231,483
OUTAGAMIE,V,Combined Locks,2315,985,1302
OUTAGAMIE,V,Harrison,0,0,0
OUTAGAMIE,V,Hortonville,1740,590,1113
OUTAGAMIE,V,Howard,0,0,0
OUTAGAMIE,V,Kimberly,4246,1971,2185
OUTAGAMIE,V,Little Chute,6418,2811,3483
OUTAGAMIE,V,Nichols,134,28,105
OUTAGAMIE,V,Shiocton,453,129,322
OUTAGAMIE,V,Wrightstown,201,74,125
OZAUKEE,C,Cedarburg,8193,4032,4013
OZAUKEE,C,Mequon,17484,8419,8781
OZAUKEE,C,Port Washington,7672,3607,3909
OZAUKEE,T,Belgium,1015,335,664
OZAUKEE,T,Cedarburg,4544,1653,2832
OZAUKEE,T,Fredonia,1380,284,1073
OZAUKEE,T,Grafton,3131,1149,1935
OZAUKEE,T,Port Washington,1049,359,675
OZAUKEE,T,Saukville,1296,350,933
OZAUKEE,V,Bayside,93,59,33
OZAUKEE,V,Belgium,1436,406,1006
OZAUKEE,V,Fredonia,1390,412,946
OZAUKEE,V,Grafton,7984,3442,4404
OZAUKEE,V,Newburg,55,9,46
OZAUKEE,V,Saukville,2507,920,1536
OZAUKEE,V,Thiensville,2257,1081,1126
PEPIN,C,Durand,974,339,616
PEPIN,T,Albany,362,140,215
PEPIN,T,Durand,421,99,313
PEPIN,T,Frankfort,192,75,116
PEPIN,T,Lima,331,105,215
PEPIN,T,Pepin,460,179,276
PEPIN,T,Stockholm,155,83,71
PEPIN,T,Waterville,461,116,335
PEPIN,T,Waubeek,262,87,172
PEPIN,V,Pepin,462,235,226
PEPIN,V,Stockholm,64,31,29
PIERCE,C,Prescott,2412,1066,1299
PIERCE,C,River Falls,5405,3036,2177
PIERCE,T,Clifton,1536,675,817
PIERCE,T,Diamond Bluff,319,115,198
PIERCE,T,El Paso,448,144,280
PIERCE,T,Ellsworth,724,243,464
PIERCE,T,Gilman,634,246,364
PIERCE,T,Hartland,537,146,373
PIERCE,T,Isabelle,166,48,103
PIERCE,T,Maiden Rock,385,124,242
PIERCE,T,Martell,772,301,448
PIERCE,T,Oak Grove,1553,521,1002
PIERCE,T,River Falls,1535,720,779
PIERCE,T,Rock Elm,265,96,162
PIERCE,T,Salem,272,89,174
PIERCE,T,Spring Lake,380,114,250
PIERCE,T,Trenton,1104,389,682
PIERCE,T,Trimbelle,1063,326,709
PIERCE,T,Union,363,94,258
PIERCE,V,Bay City,248,75,161
PIERCE,V,Ellsworth,1646,643,964
PIERCE,V,Elmwood,425,144,267
PIERCE,V,Maiden Rock,89,35,47
PIERCE,V,Plum City,285,91,185
PIERCE,V,Spring Valley,751,315,410
POLK,C,Amery,1560,710,830
POLK,C,St. Croix Falls,1278,635,621
POLK,T,Alden,1810,611,1169
POLK,T,Apple River,672,228,437
POLK,T,Balsam Lake,926,308,607
POLK,T,Beaver,522,172,343
POLK,T,Black Brook,866,259,594
POLK,T,Bone Lake,436,164,267
POLK,T,Clam Falls,317,114,198
POLK,T,Clayton,564,190,362
POLK,T,Clear Lake,515,112,399
POLK,T,Eureka,1083,337,731
POLK,T,Farmington,1218,387,814
POLK,T,Garfield,1008,337,657
POLK,T,Georgetown,634,244,381
POLK,T,Johnstown,303,135,164
POLK,T,Laketown,614,218,390
POLK,T,Lincoln,1407,487,907
POLK,T,Lorain,202,59,138
POLK,T,Luck,588,186,397
POLK,T,Mckinley,223,72,147
POLK,T,Milltown,759,266,482
POLK,T,Osceola,1922,655,1233
POLK,T,St. Croix Falls,734,255,465
POLK,T,Sterling,412,127,279
POLK,T,West Sweden,440,161,270
POLK,V,Balsam Lake,509,170,334
POLK,V,Centuria,354,114,235
POLK,V,Clayton,231,58,167
POLK,V,Clear Lake,583,174,403
POLK,V,Dresser,462,140,313
POLK,V,Frederic,572,242,322
POLK,V,Luck,603,238,355
POLK,V,Milltown,471,148,320
POLK,V,Osceola,1530,647,848
POLK,V,Turtle Lake,43,10,32
PORTAGE,C,Stevens Point,12816,8078,4381
PORTAGE,T,Alban,545,206,332
PORTAGE,T,Almond,449,124,315
PORTAGE,T,Amherst,931,418,506
PORTAGE,T,Belmont,393,129,259
PORTAGE,T,Buena Vista,744,234,501
PORTAGE,T,Carson,895,320,560
PORTAGE,T,Dewey,662,265,390
PORTAGE,T,Eau Pleine,655,236,414
PORTAGE,T,Grant,1207,408,783
PORTAGE,T,Hull,3575,1751,1755
PORTAGE,T,Lanark,991,396,567
PORTAGE,T,Linwood,747,292,450
PORTAGE,T,New Hope,509,279,219
PORTAGE,T,Pine Grove,416,145,267
PORTAGE,T,Plover,951,374,561
PORTAGE,T,Sharon,1440,521,890
PORTAGE,T,Stockton,1941,772,1129
PORTAGE,V,Almond,198,63,134
PORTAGE,V,Amherst,644,312,316
PORTAGE,V,Amherst Junction,228,82,143
PORTAGE,V,Junction City,200,86,111
PORTAGE,V,Milladore,7,4,3
PORTAGE,V,Nelsonville,110,67,42
PORTAGE,V,Park Ridge,391,240,140
PORTAGE,V,Plover,7629,3932,3522
PORTAGE,V,Rosholt,263,105,153
PORTAGE,V,Whiting,1066,589,456
PRICE,C,Park Falls,1172,517,637
PRICE,C,Phillips,715,293,408
PRICE,T,Catawba,161,51,106
PRICE,T,Eisenstein,394,155,232
PRICE,T,Elk,708,253,443
PRICE,T,Emery,209,71,137
PRICE,T,Fifield,618,226,385
PRICE,T,Flambeau,360,117,242
PRICE,T,Georgetown,88,27,61
PRICE,T,Hackett,125,34,90
PRICE,T,Harmony,148,39,106
PRICE,T,Hill,232,55,176
PRICE,T,Kennan,175,56,114
PRICE,T,Knox,213,77,134
PRICE,T,Lake,771,304,460
PRICE,T,Ogema,429,117,304
PRICE,T,Prentice,257,82,170
PRICE,T,Spirit,209,63,142
PRICE,T,Worcester,1092,338,743
PRICE,V,Catawba,78,24,52
PRICE,V,Kennan,79,28,50
PRICE,V,Prentice,313,105,202
RACINE,C,Burlington,5990,2606,3251
RACINE,C,Racine,32434,21321,10499
RACINE,T,Burlington,4036,1293,2676
RACINE,T,Dover,2243,651,1553
RACINE,T,Norway,5493,1406,4026
RACINE,T,Waterford,4494,1230,3201
RACINE,V,Caledonia,16333,6851,9222
RACINE,V,Elmwood Park,334,153,174
RACINE,V,Mount Pleasant,17157,8348,8542
RACINE,V,North Bay,167,96,69
RACINE,V,Raymond,2750,778,1934
RACINE,V,Rochester,2608,743,1821
RACINE,V,Sturtevant,2845,1287,1500
RACINE,V,Union Grove,2706,916,1725
RACINE,V,Waterford,3432,1157,2228
RACINE,V,Wind Point,1316,694,606
RACINE,V,Yorkville,2113,629,1452
RICHLAND,C,Richland Center,2443,1186,1207
RICHLAND,T,Akan,235,92,141
RICHLAND,T,Bloom,263,106,153
RICHLAND,T,Buena Vista,856,355,490
RICHLAND,T,Dayton,391,166,216
RICHLAND,T,Eagle,257,87,165
RICHLAND,T,Forest,202,104,94
RICHLAND,T,Henrietta,254,127,125
RICHLAND,T,Ithaca,352,143,205
RICHLAND,T,Marshall,342,120,217
RICHLAND,T,Orion,317,146,163
RICHLAND,T,Richland,701,285,406
RICHLAND,T,Richwood,295,132,155
RICHLAND,T,Rockbridge,411,200,207
RICHLAND,T,Sylvan,238,79,157
RICHLAND,T,Westford,278,117,156
RICHLAND,T,Willow,273,114,157
RICHLAND,V,Boaz,66,36,29
RICHLAND,V,Cazenovia,166,78,85
RICHLAND,V,Lone Rock,415,186,225
RICHLAND,V,Viola,223,118,100
RICHLAND,V,Yuba,36,18,18
ROCK,C,Beloit,14624,8728,5620
ROCK,C,Brodhead,76,45,29
ROCK,C,Edgerton,3139,1968,1115
ROCK,C,Evansville,3258,2130,1080
ROCK,C,Janesville,33709,19559,13490
ROCK,C,Milton,3373,1823,1484
ROCK,T,Avon,370,115,249
ROCK,T,Beloit,4534,2091,2377
ROCK,T,Bradford,606,219,380
ROCK,T,Center,704,357,339
ROCK,T,Clinton,535,159,366
ROCK,T,Fulton,2354,1170,1135
ROCK,T,Harmony,1745,897,819
ROCK,T,Janesville,2558,1265,1255
ROCK,T,Johnstown,498,194,293
ROCK,T,La Prairie,499,201,296
ROCK,T,Lima,681,320,349
ROCK,T,Magnolia,446,211,227
ROCK,T,Milton,2022,949,1030
ROCK,T,Newark,976,336,623
ROCK,T,Plymouth,773,295,468
ROCK,T,Porter,668,378,283
ROCK,T,Rock,1541,713,794
ROCK,T,Spring Valley,438,168,264
ROCK,T,Turtle,1586,601,960
ROCK,T,Union,1295,745,534
ROCK,V,Clinton,1085,419,632
ROCK,V,Footville,495,232,256
ROCK,V,Orfordville,772,370,391
RUSK,C,Ladysmith,1515,611,886
RUSK,T,Atlanta,369,101,259
RUSK,T,Big Bend,313,102,208
RUSK,T,Big Falls,85,31,53
RUSK,T,Cedar Rapids,28,7,21
RUSK,T,Dewey,328,114,210
RUSK,T,Flambeau,576,162,405
RUSK,T,Grant,397,125,269
RUSK,T,Grow,225,34,191
RUSK,T,Hawkins,68,22,44
RUSK,T,Hubbard,108,31,75
RUSK,T,Lawrence,162,37,119
RUSK,T,Marshall,249,47,197
RUSK,T,Murry,128,49,76
RUSK,T,Richland,118,44,73
RUSK,T,Rusk,374,123,245
RUSK,T,South Fork,72,25,45
RUSK,T,Strickland,176,70,106
RUSK,T,Stubbs,332,116,208
RUSK,T,Thornapple,455,102,350
RUSK,T,True,175,54,117
RUSK,T,Washington,240,79,160
RUSK,T,Wilkinson,37,8,29
RUSK,T,Willard,283,79,203
RUSK,T,Wilson,88,20,66
RUSK,V,Bruce,397,141,247
RUSK,V,Conrath,37,17,19
RUSK,V,Glen Flora,40,13,26
RUSK,V,Hawkins,172,53,115
RUSK,V,Ingram,36,8,27
RUSK,V,Sheldon,124,29,94
RUSK,V,Tony,54,15,37
RUSK,V,Weyerhaeuser,125,48,77
SAUK,C,Baraboo,6393,3585,2702
SAUK,C,Reedsburg,4750,2213,2442
SAUK,C,Wisconsin Dells,111,52,57
SAUK,T,Baraboo,1196,602,579
SAUK,T,Bear Creek,370,166,196
SAUK,T,Dellona,1098,426,657
SAUK,T,Delton,1395,645,723
SAUK,T,Excelsior,1050,443,597
SAUK,T,Fairfield,742,350,382
SAUK,T,Franklin,434,196,231
SAUK,T,Freedom,290,114,174
SAUK,T,Greenfield,662,332,322
SAUK,T,Honey Creek,467,235,228
SAUK,T,Ironton,307,104,199
SAUK,T,La Valle,965,361,587
SAUK,T,Merrimac,841,418,399
SAUK,T,Prairie Du Sac,715,341,362
SAUK,T,Reedsburg,715,271,432
SAUK,T,Spring Green,1177,604,561
SAUK,T,Sumpter,455,245,207
SAUK,T,Troy,484,216,263
SAUK,T,Washington,407,139,259
SAUK,T,Westfield,319,103,210
SAUK,T,Winfield,557,206,340
SAUK,T,Woodland,423,178,243
SAUK,V,Cazenovia,11,5,5
SAUK,V,Ironton,127,36,89
SAUK,V,Lake Delton,1431,723,699
SAUK,V,Lavalle,199,57,139
SAUK,V,Lime Ridge,96,42,49
SAUK,V,Loganville,158,61,94
SAUK,V,Merrimac,317,170,142
SAUK,V,North Freedom,306,140,164
SAUK,V,Plain,488,231,253
SAUK,V,Prairie Du Sac,2676,1646,980
SAUK,V,Rock Springs,175,48,122
SAUK,V,Sauk City,2100,1319,736
SAUK,V,Spring Green,1006,690,304
SAUK,V,West Baraboo,790,395,365
SAWYER,C,Hayward,1153,469,661
SAWYER,T,Bass Lake,1483,831,632
SAWYER,T,Couderay,186,101,85
SAWYER,T,Draper,148,62,84
SAWYER,T,Edgewater,397,127,267
SAWYER,T,Hayward,2089,933,1132
SAWYER,T,Hunter,457,217,240
SAWYER,T,Lenroot,920,402,516
SAWYER,T,Meadowbrook,96,16,79
SAWYER,T,Meteor,100,31,67
SAWYER,T,Ojibwa,193,63,129
SAWYER,T,Radisson,258,83,175
SAWYER,T,Round Lake,791,317,472
SAWYER,T,Sand Lake,628,267,352
SAWYER,T,Spider Lake,341,147,192
SAWYER,T,Weirgor,226,60,161
SAWYER,T,Winter,635,224,408
SAWYER,V,Couderay,55,26,29
SAWYER,V,Exeland,106,36,68
SAWYER,V,Radisson,91,34,55
SAWYER,V,Winter,157,52,105
SHAWANO,C,Marion,11,1,10
SHAWANO,C,Shawano,4150,1770,2310
SHAWANO,T,Almon,329,68,256
SHAWANO,T,Angelica,1113,259,840
SHAWANO,T,Aniwa,321,78,240
SHAWANO,T,Bartelme,354,260,88
SHAWANO,T,Belle Plaine,1111,337,767
SHAWANO,T,Birnamwood,401,122,278
SHAWANO,T,Fairbanks,362,72,281
SHAWANO,T,Germania,214,72,140
SHAWANO,T,Grant,547,95,448
SHAWANO,T,Green Valley,611,133,466
SHAWANO,T,Hartland,434,79,346
SHAWANO,T,Herman,436,108,319
SHAWANO,T,Hutchins,301,78,217
SHAWANO,T,Lessor,804,160,631
SHAWANO,T,Maple Grove,574,152,418
SHAWANO,T,Morris,250,82,166
SHAWANO,T,Navarino,267,71,191
SHAWANO,T,Pella,549,123,422
SHAWANO,T,Red Springs,540,328,210
SHAWANO,T,Richmond,1164,303,856
SHAWANO,T,Seneca,306,87,217
SHAWANO,T,Washington,1102,317,778
SHAWANO,T,Waukechon,591,128,449
SHAWANO,T,Wescott,2009,661,1335
SHAWANO,T,Wittenberg,494,148,336
SHAWANO,V,Aniwa,117,30,86
SHAWANO,V,Birnamwood,362,123,229
SHAWANO,V,Bonduel,800,198,573
SHAWANO,V,Bowler,141,51,88
SHAWANO,V,Cecil,368,106,256
SHAWANO,V,Eland,127,63,64
SHAWANO,V,Gresham,267,110,152
SHAWANO,V,Mattoon,176,53,118
SHAWANO,V,Pulaski,105,31,72
SHAWANO,V,Tigerton,365,106,256
SHAWANO,V,Wittenberg,442,168,264
SHEBOYGAN,C,Plymouth,5134,2202,2835
SHEBOYGAN,C,Sheboygan,22911,12160,10236
SHEBOYGAN,C,Sheboygan Falls,5074,2136,2832
SHEBOYGAN,T,Greenbush,972,300,662
SHEBOYGAN,T,Herman,1073,285,774
SHEBOYGAN,T,Holland,1629,361,1226
SHEBOYGAN,T,Lima,1933,472,1424
SHEBOYGAN,T,Lyndon,1032,298,715
SHEBOYGAN,T,Mitchell,841,224,597
SHEBOYGAN,T,Mosel,505,173,319
SHEBOYGAN,T,Plymouth,2084,710,1349
SHEBOYGAN,T,Rhine,1569,572,978
SHEBOYGAN,T,Russell,240,56,178
SHEBOYGAN,T,Scott,1203,233,955
SHEBOYGAN,T,Sheboygan,5213,2268,2863
SHEBOYGAN,T,Sheboygan Falls,1138,344,776
SHEBOYGAN,T,Sherman,991,227,752
SHEBOYGAN,T,Wilson,2450,976,1437
SHEBOYGAN,V,Adell,284,55,220
SHEBOYGAN,V,Cascade,437,117,311
SHEBOYGAN,V,Cedar Grove,1340,295,1000
SHEBOYGAN,V,Elkhart Lake,754,360,386
SHEBOYGAN,V,Glenbeulah,305,123,171
SHEBOYGAN,V,Howards Grove,2119,755,1328
SHEBOYGAN,V,Kohler,1485,689,779
SHEBOYGAN,V,Oostburg,2005,357,1599
SHEBOYGAN,V,Random Lake,993,270,697
SHEBOYGAN,V,Waldo,297,83,210
ST. CROIX,C,Glenwood City,656,176,468
ST. CROIX,C,Hudson,8892,4689,4013
ST. CROIX,C,New Richmond,5244,2306,2821
ST. CROIX,C,River Falls,2316,1225,1021
ST. CROIX,T,Baldwin,612,173,429
ST. CROIX,T,Cady,507,146,354
ST. CROIX,T,Cylon,411,103,302
ST. CROIX,T,Eau Galle,762,230,518
ST. CROIX,T,Emerald,514,148,348
ST. CROIX,T,Erin Prairie,453,149,298
ST. CROIX,T,Forest,378,82,289
ST. CROIX,T,Glenwood,469,119,337
ST. CROIX,T,Hammond,1524,444,1047
ST. CROIX,T,Hudson,5751,2401,3232
ST. CROIX,T,Kinnickinnic,1212,494,685
ST. CROIX,T,Pleasant Valley,348,127,214
ST. CROIX,T,Richmond,2392,824,1506
ST. CROIX,T,Rush River,325,106,214
ST. CROIX,T,Somerset,2897,955,1888
ST. CROIX,T,Springfield,592,182,397
ST. CROIX,T,St. Joseph,2864,1212,1584
ST. CROIX,T,Stanton,567,206,353
ST. CROIX,T,Star Prairie,2247,707,1498
ST. CROIX,T,Troy,3859,1665,2113
ST. CROIX,T,Warren,1134,396,704
ST. CROIX,V,Baldwin,2225,872,1294
ST. CROIX,V,Deer Park,128,28,95
ST. CROIX,V,Hammond,1045,423,589
ST. CROIX,V,North Hudson,2558,1207,1292
ST. CROIX,V,Roberts,1115,456,616
ST. CROIX,V,Somerset,1504,537,908
ST. CROIX,V,Spring Valley,9,2,7
ST. CROIX,V,Star Prairie,370,129,237
ST. CROIX,V,Wilson,114,31,74
ST. CROIX,V,Woodville,713,240,454
TAYLOR,C,Medford,2172,803,1306
TAYLOR,T,Aurora,193,34,152
TAYLOR,T,Browning,501,90,402
TAYLOR,T,Chelsea,448,105,324
TAYLOR,T,Cleveland,140,29,104
TAYLOR,T,Deer Creek,374,61,294
TAYLOR,T,Ford,147,31,114
TAYLOR,T,Goodrich,282,58,212
TAYLOR,T,Greenwood,393,88,294
TAYLOR,T,Grover,156,32,120
TAYLOR,T,Hammel,430,90,320
TAYLOR,T,Holway,315,61,238
TAYLOR,T,Jump River,164,45,112
TAYLOR,T,Little Black,607,142,441
TAYLOR,T,Maplehurst,218,36,179
TAYLOR,T,Mckinley,233,29,201
TAYLOR,T,Medford,1437,306,1102
TAYLOR,T,Molitor,202,52,142
TAYLOR,T,Pershing,88,34,52
TAYLOR,T,Rib Lake,437,110,318
TAYLOR,T,Roosevelt,192,53,134
TAYLOR,T,Taft,158,41,114
TAYLOR,T,Westboro,440,97,331
TAYLOR,V,Gilman,204,67,134
TAYLOR,V,Lublin,56,14,40
TAYLOR,V,Rib Lake,419,112,283
TAYLOR,V,Stetsonville,280,73,194
TREMPEALEAU,C,Arcadia,850,348,491
TREMPEALEAU,C,Blair,568,247,306
TREMPEALEAU,C,Galesville,880,415,447
TREMPEALEAU,C,Independence,511,198,302
TREMPEALEAU,C,Osseo,946,432,494
TREMPEALEAU,C,Whitehall,785,364,402
TREMPEALEAU,T,Albion,384,128,256
TREMPEALEAU,T,Arcadia,971,308,646
TREMPEALEAU,T,Burnside,243,105,136
TREMPEALEAU,T,Caledonia,565,222,332
TREMPEALEAU,T,Chimney Rock,164,63,101
TREMPEALEAU,T,Dodge,267,107,157
TREMPEALEAU,T,Ettrick,787,329,443
TREMPEALEAU,T,Gale,1061,393,647
TREMPEALEAU,T,Hale,627,212,411
TREMPEALEAU,T,Lincoln,343,145,197
TREMPEALEAU,T,Pigeon,391,149,233
TREMPEALEAU,T,Preston,478,171,299
TREMPEALEAU,T,Sumner,517,187,322
TREMPEALEAU,T,Trempealeau,1223,522,687
TREMPEALEAU,T,Unity,321,112,203
TREMPEALEAU,V,Eleva,342,147,191
TREMPEALEAU,V,Ettrick,291,128,157
TREMPEALEAU,V,Pigeon Falls,203,107,94
TREMPEALEAU,V,Strum,562,260,294
TREMPEALEAU,V,Trempealeau,1100,486,585
VERNON,C,Hillsboro,681,283,385
VERNON,C,Viroqua,2502,1508,949
VERNON,C,Westby,1251,650,581
VERNON,T,Bergen,846,374,459
VERNON,T,Christiana,585,225,347
VERNON,T,Clinton,245,100,143
VERNON,T,Coon,479,227,245
VERNON,T,Forest,287,102,180
VERNON,T,Franklin,637,242,380
VERNON,T,Genoa,452,222,227
VERNON,T,Greenwood,232,85,146
VERNON,T,Hamburg,595,250,334
VERNON,T,Harmony,376,157,212
VERNON,T,Hillsboro,361,114,247
VERNON,T,Jefferson,710,304,390
VERNON,T,Kickapoo,284,143,135
VERNON,T,Liberty,212,115,87
VERNON,T,Stark,235,115,118
VERNON,T,Sterling,338,113,219
VERNON,T,Union,238,112,120
VERNON,T,Viroqua,1121,508,602
VERNON,T,Webster,375,203,170
VERNON,T,Wheatland,371,163,202
VERNON,T,Whitestown,263,98,164
VERNON,V,Chaseburg,159,70,86
VERNON,V,Coon Valley,461,230,225
VERNON,V,De Soto,148,76,69
VERNON,V,Genoa,148,83,64
VERNON,V,La Farge,375,172,200
VERNON,V,Ontario,210,77,129
VERNON,V,Readstown,191,76,113
VERNON,V,Stoddard,456,221,231
VERNON,V,Viola,99,39,59
VILAS,C,Eagle River,928,387,523
VILAS,T,Arbor Vitae,2303,899,1366
VILAS,T,Boulder Junction,828,328,493
VILAS,T,Cloverland,821,275,532
VILAS,T,Conover,953,313,628
VILAS,T,Lac Du Flambeau,1624,977,634
VILAS,T,Land O-Lakes,688,240,440
VILAS,T,Lincoln,1792,592,1165
VILAS,T,Manitowish Waters,554,179,372
VILAS,T,Phelps,889,266,609
VILAS,T,Plum Lake,430,162,261
VILAS,T,Presque Isle,588,250,332
VILAS,T,St. Germain,1427,507,909
VILAS,T,Washington,1185,395,772
VILAS,T,Winchester,359,133,225
WALWORTH,C,Burlington,1,1,0
WALWORTH,C,Delavan,3845,1854,1902
WALWORTH,C,Elkhorn,5068,2082,2879
WALWORTH,C,Lake Geneva,4283,2047,2186
WALWORTH,C,Whitewater,4263,2541,1626
WALWORTH,T,Bloomfield,810,333,465
WALWORTH,T,Darien,929,279,639
WALWORTH,T,Delavan,3109,1196,1872
WALWORTH,T,East Troy,2837,807,1990
WALWORTH,T,Geneva,3449,1341,2055
WALWORTH,T,La Grange,1645,589,1039
WALWORTH,T,Lafayette,1383,461,903
WALWORTH,T,Linn,1613,626,963
WALWORTH,T,Lyons,2180,728,1427
WALWORTH,T,Richmond,1203,467,722
WALWORTH,T,Sharon,554,181,369
WALWORTH,T,Spring Prairie,1514,388,1106
WALWORTH,T,Sugar Creek,2462,854,1547
WALWORTH,T,Troy,1630,503,1101
WALWORTH,T,Walworth,1047,304,729
WALWORTH,T,Whitewater,959,412,538
WALWORTH,V,Bloomfield,2357,728,1586
WALWORTH,V,Darien,752,278,460
WALWORTH,V,East Troy,2747,957,1741
WALWORTH,V,Fontana,1307,578,717
WALWORTH,V,Genoa City,1503,511,951
WALWORTH,V,Mukwonago,111,44,67
WALWORTH,V,Sharon,749,270,462
WALWORTH,V,Walworth,1428,600,803
WALWORTH,V,Williams Bay,1862,829,1006
WASHBURN,C,Shell Lake,794,386,396
WASHBURN,C,Spooner,1232,534,674
WASHBURN,T,Barronett,265,91,169
WASHBURN,T,Bashaw,701,210,475
WASHBURN,T,Bass Lake,349,106,240
WASHBURN,T,Beaver Brook,502,175,314
WASHBURN,T,Birchwood,429,114,301
WASHBURN,T,Brooklyn,217,82,129
WASHBURN,T,Casey,318,130,187
WASHBURN,T,Chicog,216,86,129
WASHBURN,T,Crystal,171,52,117
WASHBURN,T,Evergreen,755,287,453
WASHBURN,T,Frog Creek,80,27,52
WASHBURN,T,Gull Lake,145,64,80
WASHBURN,T,Long Lake,468,184,278
WASHBURN,T,Madge,399,157,239
WASHBURN,T,Minong,658,269,383
WASHBURN,T,Sarona,255,71,181
WASHBURN,T,Spooner,508,184,315
WASHBURN,T,Springbrook,312,93,208
WASHBURN,T,Stinnett,126,33,90
WASHBURN,T,Stone Lake,337,103,231
WASHBURN,T,Trego,640,246,387
WASHBURN,V,Birchwood,231,82,143
WASHBURN,V,Minong,270,101,163
WASHINGTON,C,Hartford,8904,2973,5804
WASHINGTON,C,Milwaukee,0,0,0
WASHINGTON,C,West Bend,18131,6522,11316
WASHINGTON,T,Addison,2284,481,1773
WASHINGTON,T,Barton,1983,505,1454
WASHINGTON,T,Erin,2825,726,2064
WASHINGTON,T,Farmington,2515,523,1967
WASHINGTON,T,Germantown,181,64,114
WASHINGTON,T,Hartford,2434,535,1874
WASHINGTON,T,Jackson,3214,734,2438
WASHINGTON,T,Kewaskum,800,167,624
WASHINGTON,T,Polk,2865,650,2185
WASHINGTON,T,Trenton,3334,778,2517
WASHINGTON,T,Wayne,1499,279,1206
WASHINGTON,T,West Bend,3390,976,2380
WASHINGTON,V,Germantown,13689,5203,8275
WASHINGTON,V,Jackson,4503,1343,3094
WASHINGTON,V,Kewaskum,2588,676,1875
WASHINGTON,V,Newburg,679,155,510
WASHINGTON,V,Richfield,8636,2348,6208
WASHINGTON,V,Slinger,3616,1012,2559
WAUKESHA,C,Brookfield,27681,12462,14807
WAUKESHA,C,Delafield,5055,1991,2970
WAUKESHA,C,Milwaukee,0,0,0
WAUKESHA,C,Muskego,17207,5578,11400
WAUKESHA,C,New Berlin,27799,11350,15994
WAUKESHA,C,Oconomowoc,11709,4563,6929
WAUKESHA,C,Pewaukee,10656,3837,6662
WAUKESHA,C,Waukesha,39215,18130,20247
WAUKESHA,T,Brookfield,4626,1979,2580
WAUKESHA,T,Delafield,6078,2065,3917
WAUKESHA,T,Eagle,2529,720,1773
WAUKESHA,T,Genesee,5377,1693,3617
WAUKESHA,T,Lisbon,7333,2228,5013
WAUKESHA,T,Merton,6136,1777,4288
WAUKESHA,T,Mukwonago,5360,1457,3805
WAUKESHA,T,Oconomowoc,6353,1935,4340
WAUKESHA,T,Ottawa,2780,873,1855
WAUKESHA,V,Big Bend,959,263,683
WAUKESHA,V,Butler,1039,424,588
WAUKESHA,V,Chenequa,401,120,281
WAUKESHA,V,Dousman,1469,512,941
WAUKESHA,V,Eagle,1392,335,1024
WAUKESHA,V,Elm Grove,4599,2188,2323
WAUKESHA,V,Hartland,5989,2342,3528
WAUKESHA,V,Lac La Belle,245,83,157
WAUKESHA,V,Lannon,877,330,540
WAUKESHA,V,Menomonee Falls,25428,11077,13882
WAUKESHA,V,Merton,2274,645,1587
WAUKESHA,V,Mukwonago,4867,1651,3122
WAUKESHA,V,Nashotah,979,348,620
